"Acura","Acura ZDX Grey Wolf","3.7","2010","1 500 000 ₽","https://www.drive2.ru/r/acura/zdx/467294092145983992/"
"Acura","Acura RSX Type RS","2.0","2002","700 000 ₽","https://www.drive2.ru/r/acura/rsx/625824/"
"Acura","Acura RSX K20/K24 RR ATMO 12,92c","2.4","2002","650 000 ₽","https://www.drive2.ru/r/acura/rsx/843904/"
"Acura","Acura RSX TypeS K20/K24 256hp290Nm","2.4","2005","$6,500","https://www.drive2.ru/r/acura/rsx/456663189094924340/"
"Acura","Acura ZDX","3.7","2010","1 500 000 ₽","https://www.drive2.ru/r/acura/zdx/467294092145983992/"
"Acura","Acura MDX BEGЕMOT","3.5","2004","$8,000","https://www.drive2.ru/r/acura/mdx/461980702204756313/"
"Acura","Acura MDX","3.5","2004","$8,000","https://www.drive2.ru/r/acura/mdx/461980702204756313/"
"Acura","Acura MDX Technology","3.7","2007","$7,500","https://www.drive2.ru/r/acura/mdx/782027/"
"Acura","Acura TSX Sport Wagon Techno","2.4","2012","$8,500","https://www.drive2.ru/r/acura/tsx/1421255/"
"Acura","Acura MDX","3.5","2004","$8,000","https://www.drive2.ru/r/acura/mdx/461980702204756313/"
"Acura","Acura MDX синяя акула","3.5","2007","900 000 ₽","https://www.drive2.ru/r/acura/mdx/495312122322879295/"
"Acura","Acura CL 2.2 SOHC VTEC","2.2","1997","$1,000","https://www.drive2.ru/r/acura/cl/466140979326353520/"
"Acura","Acura EL эксклюзив","1.7","2001","250 000 ₽","https://www.drive2.ru/r/acura/el/489429735114277474/"
"Acura","Acura RDX","2.3","2007","800 000 ₽","https://www.drive2.ru/r/acura/rdx/887817/"
"Acura","Acura MDX","3.5","2004","$8,000","https://www.drive2.ru/r/acura/mdx/461980702204756313/"
"Acura","Acura TL Ворон","3.2","2004","650 000 ₽","https://www.drive2.ru/r/acura/tl/1044921/"
"Alfa Romeo","Alfa Romeo GT 1.75 TBi 4x4","1.7","2006","$6,500","https://www.drive2.ru/r/alfaromeo/gt/288230376151839956/"
"Alfa Romeo","Alfa Romeo 147 2.0 TS","2.0","2001","250 000 ₽","https://www.drive2.ru/r/alfaromeo/147/489039133608510250/"
"Alfa Romeo","Alfa Romeo 166","3.0","2003","$7,000","https://www.drive2.ru/r/alfaromeo/166/4899916394579107091/"
"Alfa Romeo","Alfa Romeo 159 Sportwagon Sportwagon","1.9","2007","550 000 ₽","https://www.drive2.ru/r/alfaromeo/159_sportwagon/200658/"
"Alfa Romeo","Alfa Romeo GT Black&rap 308HP","2.4","2005","750 000 ₽","https://www.drive2.ru/r/alfaromeo/gt/525167986185601542/"
"Alfa Romeo","Alfa Romeo 156 Sportwagon LIFT ORIGINALE","2.0","2005","$6,200","https://www.drive2.ru/r/alfaromeo/156_sportwagon/682667/"
"Alfa Romeo","Alfa Romeo 159 🍀","1.8","2010","820 000 ₽","https://www.drive2.ru/r/alfaromeo/159/1522086/"
"Alfa Romeo","Alfa Romeo GT LaCaramellka)","1.9","2004","500 000 ₽","https://www.drive2.ru/r/alfaromeo/gt/1738404/"
"Alfa Romeo","Alfa Romeo 159 Quantum of Solace","2.2","2007","520 000 ₽","https://www.drive2.ru/r/alfaromeo/159/663883/"
"Alfa Romeo","Alfa Romeo 159 2.4 Chromaggus","2.4","2008","$7,700","https://www.drive2.ru/r/alfaromeo/159/537395105242284279/"
"Alfa Romeo","Alfa Romeo Alfetta почти gta autodelta","2.0","1983","465 000 ₽","https://www.drive2.ru/r/alfaromeo/alfetta/620888/"
"Alfa Romeo","Alfa Romeo 75 Rosso 130","1.6","1989","140 000 ₽","https://www.drive2.ru/r/alfaromeo/75/288230376151759385/"
"Alfa Romeo","Alfa Romeo 159","1.9","2007","550 000 ₽","https://www.drive2.ru/r/alfaromeo/159_sportwagon/200658/"
"Alfa Romeo","Alfa Romeo Alfetta UA Project","1.8","1979","$6,400","https://www.drive2.ru/r/alfaromeo/alfetta/1183262/"
"Alfa Romeo","Alfa Romeo 145 # ЖТДПОВЕР","1.9","2000","$1,800","https://www.drive2.ru/r/alfaromeo/145/489917918277010194/"
"Alfa Romeo","Alfa Romeo 156 Алефтина Фиатовна","2.0","2003","200 000 ₽","https://www.drive2.ru/r/alfaromeo/156/472000551668678722/"
"Alfa Romeo","Alfa Romeo Giulietta Та самая из Челябинска","1.4","2010","650 000 ₽","https://www.drive2.ru/r/alfaromeo/giulietta/517965360389947994/"
"Alfa Romeo","Alfa Romeo 159 Sportwagon TI","2.4","2008","7 999 €","https://www.drive2.ru/r/alfaromeo/159_sportwagon/460654141425844244/"
"Alfa Romeo","Alfa Romeo 159 Sportwagon 2.0 JTDm","2.0","2010","565 000 ₽","https://www.drive2.ru/r/alfaromeo/159_sportwagon/495080125369417957/"
"Alfa Romeo","Alfa Romeo Mi.To alfa romeo mito 1.4 t","1.4","2012","780 ₽","https://www.drive2.ru/r/alfaromeo/mito/485810692591452448/"
"Alfa Romeo","Alfa Romeo 147 1,6ts","3.2","2003","600 000 ₽","https://www.drive2.ru/r/alfaromeo/147/493581491020759638/"
"Alfa Romeo","Alfa Romeo 155","2.0","1997","150 000 ₽","https://www.drive2.ru/r/alfaromeo/155/4899916394579121273/"
"Alfa Romeo","Alfa Romeo GT 3.2","3.2","2005","399 000 ₽","https://www.drive2.ru/r/alfaromeo/gt/504982876844982275/"
"Alfa Romeo","Alfa Romeo 156 Sportwagon 2.0 SS SW ","2.0","2000","149 000 ₽","https://www.drive2.ru/r/alfaromeo/156_sportwagon/524584695267068414/"
"Alfa Romeo","Alfa Romeo 159 Смазливая мулатка 3.2","3.2","2007","$8,600","https://www.drive2.ru/r/alfaromeo/159/513334217413754886/"
"Alfa Romeo","Alfa Romeo 159","1.9","2007","550 000 ₽","https://www.drive2.ru/r/alfaromeo/159_sportwagon/200658/"
"Alfa Romeo","Alfa Romeo 156 Альфуша 2.0 selespeed","2.0","2000","$1,650","https://www.drive2.ru/r/alfaromeo/156/494846479148515949/"
"Alfa Romeo","Alfa Romeo 146","1.6","1999","$900","https://www.drive2.ru/r/alfaromeo/146/1261970/"
"Alfa Romeo","Alfa Romeo 147","2.0","2001","250 000 ₽","https://www.drive2.ru/r/alfaromeo/147/489039133608510250/"
"Alfa Romeo","Alfa Romeo 156 Sportwagon 2.0 JTS","2.0","2002","260 000 ₽","https://www.drive2.ru/r/alfaromeo/156_sportwagon/1253537/"
"Alfa Romeo","Alfa Romeo 147","2.0","2001","250 000 ₽","https://www.drive2.ru/r/alfaromeo/147/489039133608510250/"
"Audi","Audi A5 Sportback third generation","2.0","2015","1 670 000 ₽","https://www.drive2.ru/r/audi/a5_sportback/1235041/"
"Audi","Audi TT 3.2 Quattro Red Devil","3.2","2008","$17,500","https://www.drive2.ru/r/audi/tt/801922/"
"Audi","Audi A6 2.0TFSI ","2.0","2009","$12,200","https://www.drive2.ru/r/audi/a6/1663364/"
"Audi","Audi A5 REVO","1.8","2010","750 000 ₽","https://www.drive2.ru/r/audi/a5/1638668/"
"Audi","Audi Allroad в постоянной прокачке 👍","2.7","2003","800 000 ₽","https://www.drive2.ru/r/audi/allroad/1706156/"
"Audi","Audi A4 (/reflex/)","1.8","2006","$9,200","https://www.drive2.ru/r/audi/a4/972679/"
"Audi","Audi A7 Sportback","3.0","2014","2 130 000 ₽","https://www.drive2.ru/r/audi/a7_sportback/488079259957461403/"
"Audi","Audi TT JavaGreen Revo st.2 ✅","2.0","2008","777 000 ₽","https://www.drive2.ru/r/audi/tt/468378760366785468/"
"Audi","Audi A3 Sedan 2.0T Quattro st.3 REV⭕️","2.0","2015","$20,500","https://www.drive2.ru/r/audi/a3_sedan/470761676942082266/"
"Audi","Audi S6 Stage Swap RS6 Sedan","4.0","2013","5 500 000 ₽","https://www.drive2.ru/r/audi/s6/493548780549833233/"
"Audi","Audi A6 ЧТК:::SUPERCHARGER 450лс","3.0","2014","1 650 000 ₽","https://www.drive2.ru/r/audi/a6/1645063/"
"Audi","Audi S5 Limited Competition","4.2","2011","$20,000","https://www.drive2.ru/r/audi/s5/515509601169310434/"
"Audi","Audi Allroad TurboQuattro","2.7","2002","650 000 ₽","https://www.drive2.ru/r/audi/allroad/507098337216823685/"
"Audi","Audi A8 4.2Quattro BFM Авдотья","4.2","2003","$10,200","https://www.drive2.ru/r/audi/a8/461404558111801987/"
"Audi","Audi A3 Sedan AUDI BLACK GERMAN 🇩🇪","1.4","2016","1 150 000 ₽","https://www.drive2.ru/r/audi/a3_sedan/455805020269445200/"
"Audi","Audi A5 Sportback ™EVIL ☜♥☞ BITCH™","2.0","2010","$19,300","https://www.drive2.ru/r/audi/a5_sportback/1145722/"
"Audi","Audi A4 2.0 TFSI 💵 ПРОДАЁТСЯ 🚘","2.0","2013","900 000 ₽","https://www.drive2.ru/r/audi/a4/509811382158360725/"
"Audi","Audi A7 Sportback","3.0","2014","2 130 000 ₽","https://www.drive2.ru/r/audi/a7_sportback/488079259957461403/"
"Audi","Audi A3 Sedan stage 3","2.0","2015","$21,499","https://www.drive2.ru/r/audi/a3_sedan/509697857582792852/"
"Audi","Audi A5 Sportback ляля","1.8","2014","1 300 000 ₽","https://www.drive2.ru/r/audi/a5_sportback/505045823885672624/"
"Audi","Audi A4 Avant 3.2","3.2","2008","650 000 ₽","https://www.drive2.ru/r/audi/a4_avant/1547959/"
"Audi","Audi 100 2.3 AAR Последний COP 🚔","2.3","1992","195 000 ₽","https://www.drive2.ru/r/audi/100/537494061288785582/"
"Audi","Audi A3 Sedan QUATTRO","1.8","2013","1 250 000 ₽","https://www.drive2.ru/r/audi/a3_sedan/863423/"
"Audi","Audi A4 Старый кузов","2.0","2012","840 000 ₽","https://www.drive2.ru/r/audi/a4/801780/"
"Audi","Audi A6","2.0","2009","$12,200","https://www.drive2.ru/r/audi/a6/1663364/"
"Audi","Audi A6 Supercharged","3.0","2011","1 400 000 ₽","https://www.drive2.ru/r/audi/a6/1580865/"
"Audi","Audi 80 Моника","2.0","1993","170 000 ₽","https://www.drive2.ru/r/audi/80/1125023/"
"Audi","Audi A4 3.0 TDI quattro Sealer","3.0","2008","1 350 000 ₽","https://www.drive2.ru/r/audi/a4/460816044513035717/"
"Audi","Audi A6 Avant 2.5 tdi","2.5","2002","370 000 ₽","https://www.drive2.ru/r/audi/a6_avant/486267814550700296/"
"Audi","Audi A4","1.8","2006","$9,200","https://www.drive2.ru/r/audi/a4/972679/"
"Audi","Audi 80 1.6 TDI.","1.6","1989","$1,800","https://www.drive2.ru/r/audi/80/492979783282459372/"
"Audi","Audi 80 2.0 16V quattro on ☁Air☁","2.0","1988","240 000 ₽","https://www.drive2.ru/r/audi/80/288230376151795280/"
"Audi","Audi RS3 Мечта","2.5","2012","1 400 000 ₽","https://www.drive2.ru/r/audi/rs3/854784/"
"Audi","Audi Q7","3.0","2007","849 000 ₽","https://www.drive2.ru/r/audi/q7/452734908926787773/"
"Audi","Audi A7 Sportback White Queen","3.0","2012","2 150 000 ₽","https://www.drive2.ru/r/audi/a7_sportback/513253953064927924/"
"Audi","Audi A6 Дизельная немка","2.0","2014","18 799 €","https://www.drive2.ru/r/audi/a6/1273627/"
"Audi","Audi Allroad ABT","2.7","2001","450 000 ₽","https://www.drive2.ru/r/audi/allroad/535339843132064147/"
"Audi","Audi A6 QUAдратик","2.4","1999","260 000 ₽","https://www.drive2.ru/r/audi/a6/689302/"
